study;condition_arm1;condition_arm2;condition_arm1_details;condition_arm2_details;multi_arm1;multi_arm2;.g;.g_se;instrument;outcome_type;rating;mean_arm1;sd_arm1;n_arm1;mean_arm2;sd_arm2;n_arm2;mean_change_arm1;sd_change_arm1;n_change_arm1;mean_change_arm2;sd_change_arm2;n_change_arm2;event_arm1;totaln_arm1;event_arm2;totaln_arm2;precalc_g;precalc_g_se;baseline_m_arm1;baseline_sd_arm1;baseline_n_arm1;baseline_m_arm2;baseline_sd_arm2;baseline_n_arm2;itt_claimed;is_subscale;is_subsample;primary_study;single_study;year;time;time_weeks;disorder;disorder_details;mean_age;percent_women;percent_ethnicity;percent_collegeeducation;country;treatfreq_arm1;boosternum_arm1;boosterlength_arm1;comorbid_mental;.log_rr;.log_rr_se;.event_arm1;.event_arm2;.totaln_arm1;.totaln_arm2;.id
Thompson, 2010;mbct;no treatment;mindfulness;waitlist;NA;NA;0,58;0,40;beck depression inventory;msd;NA;4,90;9,60;10;10,60;9,60;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,20;9,60;10;12,40;9,60;20;0;1;0;1;1;2010;post;8,00;depression;depression;35,90;81,00;26,00;70,00;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;thompson2010_msd_beckdepressioninventory_post_8.00_NA_mbct_notreatment_NA_NA
Tovote, 2014;mbct;ebt;mbct;cbt;NA;cbt;0,02;0,25;beck depression inventory;msd;NA;17,10;11,90;31;17,40;11,90;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,60;7,70;31;25,60;8,70;32;1;1;0;1;1;2014;post;8,00;depression;depression;53,10;49,00;NA;25,00;netherlands;1,00;0;0;0;NA;NA;NA;NA;NA;NA;tovote2014_msd_beckdepressioninventory_post_8.00_NA_mbct_ebt_NA_NA
Tovote, 2014;mbct;no treatment;mbct;waitlist;NA;waitlist;0,57;0,26;beck depression inventory;msd;NA;17,10;11,90;31;23,50;10,30;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,60;7,70;31;24,30;8,00;31;1;1;0;1;1;2014;post;8,00;depression;depression;53,10;49,00;NA;25,00;netherlands;1,00;0;0;0;NA;NA;NA;NA;NA;NA;tovote2014_msd_beckdepressioninventory_post_8.00_NA_mbct_notreatment_NA_NA
Tovote, 2014;mbct;ebt;mbct;cbt;NA;cbt;-0,03;0,25;hamilton rating scale for depression;msd;NA;4,70;4,30;31;4,60;3,40;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,90;3,50;31;9,40;3,80;32;1;2;0;1;1;2014;post;8,00;depression;depression;53,10;49,00;NA;25,00;netherlands;1,00;0;0;0;NA;NA;NA;NA;NA;NA;tovote2014_msd_hamiltonratingscalefordepression_post_8.00_NA_mbct_ebt_NA_NA
Tovote, 2014;mbct;no treatment;mbct;waitlist;NA;waitlist;0,59;0,26;hamilton rating scale for depression;msd;NA;4,70;4,30;31;7,10;3,70;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,90;3,50;31;7,50;2,80;31;1;2;0;1;1;2014;post;8,00;depression;depression;53,10;49,00;NA;25,00;netherlands;1,00;0;0;0;NA;NA;NA;NA;NA;NA;tovote2014_msd_hamiltonratingscalefordepression_post_8.00_NA_mbct_notreatment_NA_NA
Vanaalderen, 2012;mbct;no treatment;mbct + tau;tau;NA;NA;0,54;0,14;kims;msd;NA;21,20;6,53;102;17,70;6,75;103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,92;7,00;102;17,95;6,80;103;1;3;0;1;1;2012;post;8,00;depression;depression;47,50;71,00;NA;59,47;netherlands;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vanaalderen2012_msd_kims_post_8.00_NA_mbct_notreatment_NA_NA
Vanaalderen, 2012;mbct;no treatment;mbct + tau;tau;NA;NA;0,47;0,14;hamilton rating scale of depression;msd;NA;7,50;5,80;102;10,50;6,80;103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,50;6,20;102;9,20;5,60;103;1;2;0;1;1;2012;post;8,00;depression;depression;47,50;71,00;NA;59,47;netherlands;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vanaalderen2012_msd_hamiltonratingscaleofdepression_post_8.00_NA_mbct_notreatment_NA_NA
Vanaalderen, 2012;mbct;no treatment;mbct + tau;tau;NA;NA;0,66;0,14;beck depression inventory;msd;NA;10,30;7,80;102;16,20;9,80;103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,90;9,20;102;16,20;9,40;103;1;1;0;1;1;2012;post;8,00;depression;depression;47,50;71,00;NA;59,47;netherlands;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vanaalderen2012_msd_beckdepressioninventory_post_8.00_NA_mbct_notreatment_NA_NA
Vanaalderen, 2012;mbct;no treatment;mbct + tau;tau;NA;NA;0,55;0,14;rumination on sadness scale;msd;NA;22,00;8,60;102;27,30;10,60;103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,00;9,50;102;28,40;9,60;103;1;4;0;1;1;2012;post;8,00;depression;depression;47,50;71,00;NA;59,47;netherlands;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vanaalderen2012_msd_ruminationonsadnessscale_post_8.00_NA_mbct_notreatment_NA_NA
Vidrine, 2016;mbct;ebt;mindfulness-based addiction treatment vs. cbt or tau;cbt;NA;cbt;0,43;0,14;smoking abstinence;NA;NA;NA;NA;154;NA;NA;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,43;0,14;NA;NA;NA;NA;NA;NA;1;1;0;1;1;2016;post;8,00;smoking;smoking;48,70;54,90;58,50;66,30;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vidrine2016_NA_smokingabstinence_post_8.00_NA_mbct_ebt_NA_NA
Vidrine, 2016;mbct;minimal treatment;mindfulness-based addiction treatment vs. cbt or tau;tau;NA;tau;0,40;0,17;smoking abstinence;NA;NA;NA;NA;154;NA;NA;103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,40;0,17;NA;NA;NA;NA;NA;NA;1;1;0;1;1;2016;post;8,00;smoking;smoking;48,70;54,90;58,50;66,30;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vidrine2016_NA_smokingabstinence_post_8.00_NA_mbct_minimaltreatment_NA_NA
Vidrine, 2016;mbct;ebt;mindfulness-based addiction treatment vs. cbt or tau;cbt;NA;cbt;0,35;0,17;smoking abstinence;NA;NA;NA;NA;154;NA;NA;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,35;0,17;NA;NA;NA;NA;NA;NA;1;1;0;1;1;2016;fu;8,00;smoking;smoking;48,70;54,90;58,50;66,30;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vidrine2016_NA_smokingabstinence_fu_8.00_NA_mbct_ebt_NA_NA
Vidrine, 2016;mbct;minimal treatment;mindfulness-based addiction treatment vs. cbt or tau;tau;NA;tau;0,46;0,17;smoking abstinence;NA;NA;NA;NA;154;NA;NA;103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,46;0,17;NA;NA;NA;NA;NA;NA;1;1;0;1;1;2016;fu;8,00;smoking;smoking;48,70;54,90;58,50;66,30;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vidrine2016_NA_smokingabstinence_fu_8.00_NA_mbct_minimaltreatment_NA_NA
Vollestad, 2011;mbsr;no treatment;mbsr;waitlist;NA;NA;0,57;0,23;bdi;msd;NA;10,80;9,90;39;16,20;8,90;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,30;9,00;39;16,40;8,20;37;1;1;0;1;1;2011;post;8,00;anxiety;anxiety;42,50;67,11;NA;NA;norway;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vollestad2011_msd_bdi_post_8.00_NA_mbsr_notreatment_NA_NA
Vollestad, 2011;mbsr;no treatment;mbsr;waitlist;NA;NA;0,61;0,23;scl;msd;NA;0,80;0,70;39;1,20;0,60;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30;0,60;39;1,30;0,50;37;1;6;0;1;1;2011;post;8,00;anxiety;anxiety;42,50;67,11;NA;NA;norway;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vollestad2011_msd_scl_post_8.00_NA_mbsr_notreatment_NA_NA
Vollestad, 2011;mbsr;no treatment;mbsr;waitlist;NA;NA;0,57;0,23;ffmq;msd;NA;125,70;22,30;39;114,40;16,30;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;114,40;20,60;39;116,00;16,70;37;1;4;0;1;1;2011;post;8,00;anxiety;anxiety;42,50;67,11;NA;NA;norway;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vollestad2011_msd_ffmq_post_8.00_NA_mbsr_notreatment_NA_NA
Vollestad, 2011;mbsr;no treatment;mbsr;waitlist;NA;NA;0,32;0,23;beck anxiety inventory;msd;NA;12,20;10,50;39;15,50;10,10;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,40;9,40;39;18,00;8,50;37;1;2;0;1;1;2011;post;8,00;anxiety;anxiety;42,50;67,11;NA;NA;norway;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vollestad2011_msd_beckanxietyinventory_post_8.00_NA_mbsr_notreatment_NA_NA
Vollestad, 2011;mbsr;no treatment;mbsr;waitlist;NA;NA;0,55;0,23;penn state worry questionnaire;msd;NA;54,50;13,40;39;61,10;10,20;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,30;11,20;39;62,30;8,00;37;1;5;0;1;1;2011;post;8,00;anxiety;anxiety;42,50;67,11;NA;NA;norway;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vollestad2011_msd_pennstateworryquestionnaire_post_8.00_NA_mbsr_notreatment_NA_NA
Vollestad, 2011;mbsr;no treatment;mbsr;waitlist;NA;NA;0,73;0,24;stai;msd;NA;40,50;12,60;39;49,05;10,50;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46,65;10,10;39;47,60;8,65;37;1;7;0;1;1;2011;post;8,00;anxiety;anxiety;42,50;67,11;NA;NA;norway;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vollestad2011_msd_stai_post_8.00_NA_mbsr_notreatment_NA_NA
Vollestad, 2011;mbsr;no treatment;mbsr;waitlist;NA;NA;0,28;0,23;bergen insomnia scale;msd;NA;13,40;10,90;39;16,20;9,10;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,30;9,50;39;17,70;9,50;37;1;3;0;1;1;2011;post;8,00;anxiety;anxiety;42,50;67,11;NA;NA;norway;1,00;0;0;0;NA;NA;NA;NA;NA;NA;vollestad2011_msd_bergeninsomniascale_post_8.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;1,03;0,23;specific level of functioning;msd;NA;162,00;13,80;44;149,00;11,10;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;145,20;16,00;44;142,90;15,00;44;1;6;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_specificleveloffunctioning_post_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;1,34;0,24;specific level of functioning;msd;NA;162,00;13,80;44;142,40;15,10;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;145,20;16,00;44;149,80;16,50;43;1;6;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_specificleveloffunctioning_post_24.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;1,76;0,25;specific level of functioning;msd;NA;175,80;13,00;44;153,50;12,10;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;145,20;16,00;44;142,90;15,00;44;1;6;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_specificleveloffunctioning_fu_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;2,52;0,29;specific level of functioning;msd;NA;175,80;13,00;44;136,00;18,00;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;145,20;16,00;44;149,80;16,50;43;1;6;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_specificleveloffunctioning_fu_24.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;0,00;0,21;average number of rehospitalizations;msd;NA;1,50;0,80;44;1,50;1,20;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,70;1,00;44;1,60;1,00;44;1;2;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_averagenumberofrehospitalizations_post_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;0,33;0,22;average number of rehospitalizations;msd;NA;1,50;0,80;44;1,80;1,00;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,70;1,00;44;1,60;1,00;43;1;2;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_averagenumberofrehospitalizations_post_24.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;0,25;0,21;average number of rehospitalizations;msd;NA;1,40;0,70;44;1,70;1,50;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,70;1,00;44;1,60;1,00;44;1;2;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_averagenumberofrehospitalizations_fu_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;0,51;0,22;average number of rehospitalizations;msd;NA;1,40;0,70;44;1,90;1,20;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,70;1,00;44;1,60;1,00;43;1;2;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_averagenumberofrehospitalizations_fu_24.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;0,21;0,21;average duration of rehospitalizations;msd;NA;15,40;8,20;44;17,20;9,00;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,50;4,60;44;18,00;5,80;44;1;1;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_averagedurationofrehospitalizations_post_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;0,39;0,22;average duration of rehospitalizations;msd;NA;15,40;8,20;44;19,10;10,50;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,50;4,60;44;17,90;8,10;43;1;1;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_averagedurationofrehospitalizations_post_24.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;0,38;0,22;average duration of rehospitalizations;msd;NA;14,40;8,90;44;18,00;10,00;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,50;4,60;44;18,00;5,80;44;1;1;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_averagedurationofrehospitalizations_fu_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;0,47;0,22;average duration of rehospitalizations;msd;NA;14,40;8,90;44;19,30;11,80;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,50;4,60;44;17,90;8,10;43;1;1;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_averagedurationofrehospitalizations_fu_24.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;0,39;0,22;positive and negative syndrome scale;msd;NA;80,00;10,20;44;83,80;9,20;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88,50;15,80;44;87,20;6,70;44;1;4;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_positiveandnegativesyndromescale_post_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;1,00;0,23;positive and negative syndrome scale;msd;NA;80,00;10,20;44;90,20;10,10;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88,50;15,80;44;88,10;9,00;43;1;4;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_positiveandnegativesyndromescale_post_24.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;1,43;0,24;positive and negative syndrome scale;msd;NA;70,00;10,00;44;84,10;9,50;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88,50;15,80;44;87,20;6,70;44;1;4;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_positiveandnegativesyndromescale_fu_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;2,65;0,29;positive and negative syndrome scale;msd;NA;70,00;10,00;44;97,80;10,80;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88,50;15,80;44;88,10;9,00;43;1;4;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_positiveandnegativesyndromescale_fu_24.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;0,41;0,22;questionnaire for the process of recovery;msd;NA;41,50;10,00;44;38,20;5,20;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38,90;9,80;44;38,00;8,10;44;1;5;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_questionnairefortheprocessofrecovery_post_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;0,73;0,22;questionnaire for the process of recovery;msd;NA;41,50;10,00;44;35,20;6,80;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38,90;9,80;44;37,50;6,50;43;1;5;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_questionnairefortheprocessofrecovery_post_24.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;0,74;0,22;questionnaire for the process of recovery;msd;NA;47,20;10,40;44;40,50;7,20;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38,90;9,80;44;38,00;8,10;44;1;5;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_questionnairefortheprocessofrecovery_fu_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;1,52;0,24;questionnaire for the process of recovery;msd;NA;47,20;10,40;44;34,00;6,30;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38,90;9,80;44;37,50;6,50;43;1;5;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_questionnairefortheprocessofrecovery_fu_24.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;0,05;0,21;insight and treatment attitude questionnaire;msd;NA;12,50;6,00;44;12,20;5,00;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,10;4,20;44;11,90;4,30;44;1;3;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_insightandtreatmentattitudequestionnaire_post_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;0,10;0,21;insight and treatment attitude questionnaire;msd;NA;12,50;6,00;44;12,00;3,30;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,10;4,20;44;12,90;4,00;43;1;3;0;1;1;2016;post;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_insightandtreatmentattitudequestionnaire_post_24.00_NA_mbsr_notreatment_NA_NA
Wang, 2016;mbsr;specific active control;mindfulness-based psychoed;conventional psychoed;NA;conventional psychoed;0,40;0,22;insight and treatment attitude questionnaire;msd;NA;15,50;8,10;44;12,80;4,80;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,10;4,20;44;11,90;4,30;44;1;3;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_insightandtreatmentattitudequestionnaire_fu_24.00_NA_mbsr_specificactivecontrol_NA_NA
Wang, 2016;mbsr;no treatment;mindfulness-based psychoed;treatment as usual;NA;treatment as usual;0,61;0,22;insight and treatment attitude questionnaire;msd;NA;15,50;8,10;44;11,40;4,90;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,10;4,20;44;12,90;4,00;43;1;3;0;1;1;2016;fu;24,00;schizophrenia;schizophrenia;24,40;47,83;100,00;19,60;china;0,50;0;0;0;NA;NA;NA;NA;NA;NA;wang2016_msd_insightandtreatmentattitudequestionnaire_fu_24.00_NA_mbsr_notreatment_NA_NA
Wells, 2014;mbsr;no treatment;mbsr;waitlist;NA;NA;1,12;0,50;headache impact test;msd;NA;57,60;6,70;10;64,10;3,80;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,00;8,00;10;64,70;5,00;9;1;2;0;1;1;2014;post;8,00;pain;headache;45,57;89,47;89,47;94,74;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;wells2014_msd_headacheimpacttest_post_8.00_NA_mbsr_notreatment_NA_NA
Wells, 2014;mbsr;no treatment;mbsr;waitlist;NA;NA;1,08;0,49;headache impact test;msd;NA;58,30;6,00;10;64,10;3,90;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,00;8,00;10;64,70;5,00;9;1;2;0;1;1;2014;fu;8,00;pain;headache;45,57;89,47;89,47;94,74;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;wells2014_msd_headacheimpacttest_fu_8.00_NA_mbsr_notreatment_NA_NA
Wells, 2014;mbsr;no treatment;mbsr;waitlist;NA;NA;1,17;0,50;migraine disability assessment;msd;NA;5,90;5,30;10;17,00;11,90;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,50;9,80;10;11,00;6,70;9;1;5;0;1;1;2014;post;8,00;pain;headache;45,57;89,47;89,47;94,74;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;wells2014_msd_migrainedisabilityassessment_post_8.00_NA_mbsr_notreatment_NA_NA
Wells, 2014;mbsr;no treatment;mbsr;waitlist;NA;NA;0,95;0,49;migraine disability assessment;msd;NA;5,80;3,80;10;12,00;8,10;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,50;9,80;10;11,00;6,70;9;1;5;0;1;1;2014;fu;8,00;pain;headache;45,57;89,47;89,47;94,74;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;wells2014_msd_migrainedisabilityassessment_fu_8.00_NA_mbsr_notreatment_NA_NA
Wells, 2014;mbsr;no treatment;mbsr;waitlist;NA;NA;0,42;0,46;headache management self;msd;NA;122,60;25,00;10;110,70;29,20;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;117,20;18,70;10;118,40;31,10;9;1;3;0;1;1;2014;post;8,00;pain;headache;45,57;89,47;89,47;94,74;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;wells2014_msd_headachemanagementself_post_8.00_NA_mbsr_notreatment_NA_NA
Wells, 2014;mbsr;no treatment;mbsr;waitlist;NA;NA;0,41;0,46;headache management self;msd;NA;124,50;22,60;10;111,90;35,70;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;117,20;18,70;10;118,40;31,10;9;1;3;0;1;1;2014;fu;8,00;pain;headache;45,57;89,47;89,47;94,74;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;wells2014_msd_headachemanagementself_fu_8.00_NA_mbsr_notreatment_NA_NA
Wells, 2014;mbsr;no treatment;mbsr;waitlist;NA;NA;0,63;0,47;ffmq;msd;NA;149,10;18,70;10;136,80;18,30;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;142,90;14,70;10;143,70;20,30;9;1;1;0;1;1;2014;post;8,00;pain;headache;45,57;89,47;89,47;94,74;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;wells2014_msd_ffmq_post_8.00_NA_mbsr_notreatment_NA_NA
